name_restaurant,direction,amount_ratings,amount_ratings_excellent,amount_ratings_vgood,amount_ratings_average,amount_ratings_poor,amount_ratings_terrible,price_range,category_1,category_2,category_3
"Tossed, Boston","1 Post Office Sq, Boston, MA 02109-2106",(6),3,1,1,1,0,,,,
"Bon Me, Boston","100 Hanover St, Boston, MA 02108-2407",(3),0,2,0,0,0,$,Asian,Vietnamese,
"Iron Wok, Boston","8 Park Plz, Boston, MA 02116-3952",(6),1,1,0,0,0,Chinese,,,
"Post No. 10, Boston","275 Tremont St Courtyard Boston Downtown, Boston, MA 02116-5615",(3),1,1,0,0,0,American,,,
"Clay Pot Cafe, Boston","74 Kneeland St, Boston, MA 02111-1913",(6),2,1,1,0,1,,,,
"Blue Bottle Cafe, Boston","100 Federal St Suite K200, Boston, MA 02110-1802",(3),2,0,1,0,0,Cafe,,,
"Number 7 Restaurant, Boston","225 Grove St, Boston, MA 02132-4519",(3),3,0,0,0,0,,,,
"Godiva Chocolatier, Boston","800 Boylston St, Boston, MA 02199",(3),2,0,1,0,0,,,,
"The Real Deal, Boston","1882 Centre St, Boston, MA 02132-1902",(4),1,2,1,0,0,$,,,
"Fasika Cafe, Boston","51 Roxbury St, Boston, MA 02119-1720",(2),2,0,0,0,0,African,Ethiopian,,
"China Gourmet Restaurant, Boston","23 Tyler St 2nd Floor, Boston, MA 02111-1966",(2),2,0,0,0,0,,,,
"Hsin Hsin Cafe, Boston","25 Massachusetts Ave, Boston, MA 02115-1303",(14),4,5,4,0,1,$$ - $$$,Chinese,Asian,
"Reef Bar - Front Patio of New England Aquarium, Boston","1 Central Wharf, Boston, MA 02110-3309",(2),1,0,0,0,0,Bar,Seafood,Pub,
"Sufra, Boston","52 Queensberry St Fenway, Boston, MA 02215-5101",(2),2,0,0,0,0,$,Mediterranean,,
"Noodle St, Boston","627 Commonwealth Ave, Boston, MA 02215-1606",(24),2,13,6,1,2,$$ - $$$,Asian,Thai,Vegetarian Friendly
"Kung Fu Tea, Boston","131 Harvard Avenue, Boston, MA 02134",(3),2,0,0,0,0,$,,,
"2twenty2, Boston","222 Friend St, Boston, MA 02114-1801",(2),2,0,0,0,0,$$ - $$$,American,Asian,Fusion
"Lindt Chocolate Shop, Boston","704 Boylston Street, Boston, MA 02116",(3),2,0,0,0,0,,,,
"Susan's Deli Of Course, Boston","215 Essex St, Boston, MA 02111-2623",(10),3,3,3,0,1,$,American,Deli,
"Amsterdam Cafe, Boston","483 E Broadway, Boston, MA 02127-4429",(3),2,1,0,0,0,,,,
"Good Bite, Boston","25 Chauncy St, Boston, MA 02111-2211",(2),2,0,0,0,0,American,Moroccan,Mediterranean,Turkish
"Wingit Foods INC, Boston","1153 Commonwealth Ave, Boston, MA 02134-3104",(11),4,4,1,0,2,$,American,Pizza,Barbecue
"Hanmaru Restaurant, Boston","168 Harvard Ave, Boston, MA 02134-2701",(14),5,4,1,1,2,$$ - $$$,Japanese,Asian,Korean
Finn McCool's Boston,"200 High St, Boston, MA 02110-3036",(3),1,2,0,0,0,,,,
"Guira y Tambora, Boston","4014 Washington St, Boston, MA 02131-1132",(6),3,0,1,1,0,,,,
"Shed's Smoked BBQ, Boston","32 Bromfield Street, Boston, MA 02108",(7),4,0,1,2,0,,,,
"The Algonquin Club, Boston","217 Commonwealth Ave, Boston, MA 02116-1704",(4),2,2,0,0,0,Cafe,,,
"Brasil Brazil, Boston","31 Maverick Square, Boston, MA 02128-2312",(3),2,0,0,0,0,,,,
"Cosi, Boston","125 High Street, Boston, MA 02110",(7),3,1,1,0,0,,,,
"French Quarter, Boston","545 Washington St, Boston, MA 02111-1718",(3),1,1,1,0,0,$$ - $$$,Cajun & Creole,,
"The Patios, Boston","City Hall Square, Boston, MA 02108",(2),1,1,0,0,0,,,,
"Kantin, Boston","1095 Commonwealth Ave Ste 201, Boston, MA 02215-1022",(7),5,1,0,0,1,$,Chinese,,
"Fin's Beacon Hill, Boston","240 Cambridge St, Boston, MA 02114-2710",(6),1,3,2,0,0,Seafood,,,
"State Street Sushi, Boston","92 State St, Boston, MA 02109-2004",(3),1,1,1,0,0,,,,
"Singh's Roti Shop, Boston","692 Columbia Rd, Boston, MA 02125-1758",(10),5,2,1,1,1,$,Indian,Caribbean,Vegetarian Friendly
"7-Eleven, Boston","91 Causeway St # 99, Boston, MA 02114-1308",(3),1,1,1,0,0,,,,
"LA Mamma Pizza & More, Boston","190 Brighton Ave Ste A, Boston, MA 02134-2031",(5),2,3,0,0,0,Pizza,,,
"Lanta Asian Cuisine, Boston","38 Batterymarch St, Boston, MA 02110-3202",(12),0,5,3,2,0,$,Asian,Thai,
"Hong Kong 888 Cafe, Boston","888 South St, Boston, MA 02131-2410",(4),1,2,1,0,0,Chinese,,,
"Rebecca's Cafe, Boston","1 Beacon St, Boston, MA 02108-3107",(12),2,5,4,0,1,Cafe,Deli,,
"McDonald's, Boston","1 Legends Way, Boston, MA 02114-1309",(5),0,2,1,0,0,,,,
"Hidden Kitchen, Boston","535 Albany St Ste 4, Boston, MA 02118-2500",(6),3,1,1,1,0,$,American,,
"Primo's Restaurant, Boston","28 Myrtle St, Boston, MA 02114-4501",(7),0,5,1,1,0,$$ - $$$,Italian,Pizza,
"Park Square Cafe, Boston","31 Saint James Ave, Boston, MA 02116-4101",(8),2,2,2,1,0,$,American,Cafe,Deli
"Teriyaki House, Boston","32 W Broadway, Boston, MA 02127-1016",(27),6,8,7,3,2,$,Japanese,Sushi,Asian
"Triple Eatery, Boston","77 Cummins Hwy, Boston, MA 02131-2609",(3),1,2,0,0,0,,,,
"Mana Escondido Cafe, Boston","68 Aguadilla St, Boston, MA 02118-1502",(2),2,0,0,0,0,,,,
"7 Pond Coffee Bar, Boston","7 Pond St, Boston, MA 02130-2502",(3),1,1,1,0,0,,,,
"Farah's Cafe Restaurant, Boston","1158 River St, Boston, MA 02136-2917",(2),2,0,0,0,0,Caribbean,Cafe,,
"Adams Corner Cafe & Butcher, Boston","782 Adams St Dorchester, Boston, MA 02124-5104",(2),1,1,0,0,0,$$ - $$$,American,Cafe,
"Boloco, Boston","50 Congress St, Boston, MA 02109-4002",(7),0,4,3,0,0,,,,
"Hurricane's at the Garden, Boston","150 Canal St, Boston, MA 02114-1805",(36),11,3,9,5,7,$$ - $$$,American,Bar,Pub
"Great Wok Restaurants, Boston","1284 Massachusetts Ave, Boston, MA 02125-1608",(5),1,2,2,0,0,Chinese,,,
"Capital One Cafe, Boston","799 Boylston St, Boston, MA 02116-2603",(3),1,0,0,0,0,,,,
"Dunkin' Donuts, Boston","Airport Road Terminal A, Baggage Claim, Boston, MA 02128",(5),0,3,2,0,0,,,,
"Pacini's Italian Eatery, Boston","275 Washington St, Boston, MA 02108-4304",(3),1,2,0,0,0,Italian,,,
"Jenny's Pizza, Boston","320 Medford St, Boston, MA 02129-1950",(9),3,3,1,0,2,$,Pizza,,
"New York Deli, Boston","Quincy Market, Fanuel Hall Collonade, Boston, MA",(11),2,4,1,1,2,$$ - $$$,American,,
"Acapulco Restaurant, Boston","464 Centre St, Boston, MA 02130-2056",(13),2,5,3,2,1,$,Mexican,,
"Rochambeau, Boston","900 Boylston St, Boston, MA 02115-3267",(33),10,6,7,3,7,$$ - $$$,French,American,
"Suya Joint, Boston","185 Dudley St Roxbury, Boston, MA 02119-2571",(14),4,5,2,1,2,$$ - $$$,African,,
"Pizza Pie-er, Boston","182 Massachusetts Ave, Boston, MA 02115-3011",(6),4,1,0,1,0,$$ - $$$,Italian,Pizza,
"Maluken Japanese Restaurant, Boston","645 Beacon St, Boston, MA 02215-3203",(10),3,2,1,1,1,$$ - $$$,Japanese,Sushi,Asian
"7-Eleven, Boston","140 Main St, Boston, MA 02129-3509",(2),0,1,0,0,0,,,,
"Scola's Sandwich, Boston","88 Black Falcon Ave, Boston, MA 02210-2425",(5),1,3,1,0,0,Soups,,,
"Giorgiana's Gourmet, Boston","532 Tremont St, Boston, MA 02116-6337",(5),2,2,0,0,1,,,,
"Rebecca's Cafe, Boston","500 Boylston St, Boston, MA 02116-3740",(4),1,3,0,0,0,,,,
"Rome Pizza & Grill, Boston","416 Tremont St, Boston, MA 02116-6309",(17),6,5,3,0,0,$,Italian,American,Pizza
"Bravo Pizza, Boston","160 Brighton Ave, Boston, MA 02134-2011",(3),2,1,0,0,0,,,,
"The Ghost Walks, Boston","57 Stuart St, Boston, MA 02116-4723",(5),1,1,3,0,0,$$ - $$$,American,European,
"Burger King, Boston","100 William T Morrissey Blvd, Boston, MA 02125",(3),0,2,0,0,0,,,,
"Kellehers Bar and Grill, Boston","1410 Centre St, Boston, MA 02131-1412",(6),0,5,1,0,0,,,,
"Caffe Zia Gianna, Boston","1739 Dorchester Ave Dorchester, Boston, MA 02124-2535",(2),1,1,0,0,0,Italian,Cafe,,
"Pizza 24, Boston","301 Adams St, Boston, MA 02122-1213",(4),2,1,1,0,0,,,,
"Pad Thai Cafe, Boston","6 Hemenway St, Boston, MA 02115-2907",(3),0,2,0,0,0,$$ - $$$,Thai,,
"Papa John's Pizza, Boston","533 Washington Street, Boston, MA 02135",(6),1,2,2,0,0,Italian,,,
"Dunkin', Boston","15 Transportation Way Logan Car Rentals, Boston, MA 02128",(4),2,1,1,0,0,Cafe,,,
"Lobstah On A Roll, Boston","254 Newbury St, Boston, MA 02116-2463",(2),1,1,0,0,0,,,,
"Pueblo Viejo Mexican Grill, Boston","170 Marion St, Boston, MA 02128-1723",(3),1,2,0,0,0,Mexican,,,
"B.GOOD, Boston","360 Longwood Ave Corner Of Brookline Ave. Near Hospitals, Boston, MA 02215-5369",(7),2,2,1,0,1,$,Healthy,,
"Padaria Brasil Bakery, Boston","125 Harvard Ave, Boston, MA 02134-2702",(4),1,0,2,0,0,,,,
"Samurai Express, Boston","31 Saint James Ave Park Square Building, Boston, MA 02116-4101",(20),4,3,3,3,1,$,Japanese,Sushi,Asian
"Chutney's, Boston","Longwood Galleria 350 Longwood Ave, Boston, MA 02115-5726",(7),2,3,0,0,1,$,,,
"Supreme Pizza, Boston","177 Massachusetts Ave., Boston, MA 02115",(19),5,5,3,0,3,$,Pizza,,
"Bruegger's Bagels, Boston","211 Congress Street, Boston, MA 02110",(6),0,4,1,0,0,$,,,
"El Kiosco, Boston","972 Saratoga St, Boston, MA 02128-1142",(5),2,1,2,0,0,$,Mexican,Pizza,
"Burritos Pizzeria, Boston","3492 Washington St, Boston, MA 02130-2609",(3),2,1,0,0,0,$,Mexican,Pizza,
"Java House, Boston","541 E Broadway, Boston, MA 02127-4415",(3),3,0,0,0,0,,,,
"J.P. Licks, Boston","173 Newbury St, Boston, MA 02116-2831",(2),1,1,0,0,0,$,American,Cafe,
"Causeway Cafe, Boston","239 Causeway St Bsmt, Boston, MA 02114-2130",(7),1,1,4,0,0,,,,
"Corner Cafe, Boston","87 1/2 Prince St, Boston, MA 02113-1702",(9),3,2,1,0,2,,,,
"Hoshi Ya Sushi, Boston","529 Washington St, Boston, MA 02135-2526",(4),1,2,1,0,0,,,,
"Inbound Pizza, Boston","1232 Commonwealth Ave, Boston, MA 02134-4229",(16),5,3,3,2,2,$,Italian,Pizza,Vegetarian Friendly
"Storyville, Boston","90 Exeter St, Boston, MA 02116-3500",(14),4,4,1,2,2,American,,,
"Ali's Roti Restaurant, Boston","1035 Tremont St, Boston, MA 02120-2161",(5),3,1,1,0,0,Caribbean,,,
"Potluck Cafe, Boston","7 Knapp St, Boston, MA 02111-1601",(5),3,1,0,0,1,,,,
"El Embajador Restaurant, Boston","3371 Washington St, Boston, MA 02130-2617",(2),0,1,0,0,0,,,,
"Fairouz, Boston","5268 Washington St West Roxbury, Boston, MA 02132-6320",(8),4,0,2,1,1,$$ - $$$,American,Lebanese,Mediterranean
"Sami's, Boston","107 Avenue Louis Pasteur, Boston, MA 02115-5750",(8),2,2,1,0,1,Mexican,American,Deli,Middle Eastern
"Au Bon Pain, Boston","800 Washington St Tufts Medical Center, Boston, MA 02111-1552",(2),1,1,0,0,0,Deli,,,
"Hong Kong Chef, Boston","889 Dorchester Ave Ste A, Boston, MA 02125-1253",(5),1,3,0,0,1,Chinese,,,
"Bankok Bistro, Boston","433 Washington St, Boston, MA 02135-2639",(3),1,1,1,0,0,,,,
"Sepal, Boston","350 Longwood Ave, Boston, MA 02115-5726",(6),4,0,1,1,0,$,,,
"Rosticeria Cancun, Boston","145 Meridian St, Boston, MA 02128-1670",(4),1,2,1,0,0,,,,
"Hungry Travelers, Boston","29 Court Sq, Boston, MA 02108-2504",(4),1,1,2,0,0,$,Deli,,
"Star Markets, Boston","1065 Commonwealth Ave, Boston, MA 02215-1031",(1),1,0,0,0,0,,,,
"Pizza Hut, Boston","950 Hyde Park Ave, Boston, MA 02136",(3),0,2,1,0,0,Pizza,,,
"Daniel's Bakery, Boston","395 Washington St, Boston, MA 02135-2731",(2),1,1,0,0,0,,,,
"Liuyishou Hotpot, Boston","702 Washington St Chinatown, Boston, MA 02111-1614",(2),0,1,0,0,0,Chinese,,,
"Chipotle Mexican Grill, Boston","51 Boston Wharf Rd, Boston, MA 02210",(6),0,3,0,0,1,Mexican,,,
"Costello's Tavern, Boston","723 Centre St, Boston, MA 02130-2520",(8),0,5,1,1,1,,,,
"Smile Thai Noodle, Boston","1095 Commonwealth Ave Ste 203, Boston, MA 02215-1022",(2),2,0,0,0,0,Asian,Thai,,
"A @ Time, Boston","433 Cambridge St, Boston, MA 02134-1788",(12),10,2,0,0,0,$$ - $$$,Asian,Thai,Fusion
"Gyu-Kaku Dorchester, Boston","23 District Ave South Bay Town Center, Boston, MA 02125-1683",(2),0,2,0,0,0,,,,
"The Cellars at Jasper HIll, Boston","100 Hanover St, Boston, MA 02108-2407",(2),1,1,0,0,0,,,,
"Garden Cafe, Boston","75 Francis St 2nd Floor, Brigham & Women's Hospital, Boston, MA 02115-6110",(2),0,2,0,0,0,,,,
"Shaking Seafood, Boston","19 Poplar St, Boston, MA 02131-2505",(2),0,2,0,0,0,Seafood,,,
"The Hen House Wings 'n Waffles, Boston","1033 Massachusetts Ave, Boston, MA 02118-2616",(7),0,4,1,1,1,$,,,
Lucky Boston Chinese Restaurant,"3096 Washington St, Boston, MA 02119-3115",(3),1,1,1,0,0,Chinese,,,
"Chilacates Mexican Street Food (Shawmut Ave), Boston","275 Shawmut Ave, Boston, MA 02118-2155",(1),1,0,0,0,0,,,,
"Subway, Boston","274 Franklin St, Boston, MA 02110",(3),1,2,0,0,0,,,,
Boston pizza grill,"535 Columbia Rd, Boston, MA 02125-2315",(3),0,0,0,1,0,Pizza,,,
"Shah's Halal, Boston","1124 Boylston St Fenway/Back Bay, Boston, MA 02215-3601",(2),0,2,0,0,0,,,,
"River Grille Plus Restaurant, Boston","1263 River St Hyde Park, Boston, MA 02136-2820",(1),1,0,0,0,0,,,,
"Subway, Boston","700 Commonwealth Avenue, Boston, MA 02215",(5),1,2,2,0,0,,,,
"Lily's Garden & Patio, Boston","33 Batterymarch St, Boston, MA 02110-3209",(1),1,0,0,0,0,Pizza,,,
"Roslindale House of Pizza, Boston","4168 Washington St, Boston, MA 02131-1730",(2),1,1,0,0,0,Pub,,,
Nusr-Et Boston,"100 Arlington St, Boston, MA 02116-5342",(1),1,0,0,0,0,Steakhouse,Turkish,,
Al's State Street Cafe : Boston,"114 State St, Boston, MA 02109-2402",(1),1,0,0,0,0,,,,
661 Tremont St Boston Ma,"661 Tremont St, Boston, MA 02118-1241",(6),3,1,0,0,2,,,,
"Subway, Boston","100 City Hall Plaza, Boston, MA 02108",(5),1,0,3,0,0,American,Fast Food,,
"Sushi Today, Boston","1562 Tremont St, Boston, MA 02120-1667",(1),1,0,0,0,0,,,,
"Thai Dish, Boston","270 Babcock St, Boston, MA 02215-1000",(1),1,0,0,0,0,,,,
"McDonald's, Boston","1750 Soldiers Fld Rd, Boston, MA 02135",(6),2,1,2,1,0,$,,,
"Not Your Average Joe's, Boston","290 William F McClellan Hwy, Boston, MA 02128-1174",(1),1,0,0,0,0,American,,,
"Best Bar-B-Que Kitchen Inc, Boston","86 Beach St, Boston, MA 02111-2510",(2),1,1,0,0,0,,,,
"Grand Tour, Boston","314 Newbury St Back Bay, Boston, MA 02115-2838",(4),2,1,0,0,1,$$ - $$$,,,
"Chutneys, Boston","334 Massachusetts Ave, Boston, MA 02115-2234",(2),1,1,0,0,0,Indian,,,
Boston Deli,"104 South St, Boston, MA 02111-2801",(2),2,0,0,0,0,Deli,,,
"Yellow Door Taqueria, Boston","354 Harrison Ave Ink Block Area of the South End, Boston, MA 02118-2237",(5),2,0,0,2,0,,,,
"Burger King, Boston","1 Harborside Dr Terminal E, Departures Food Court, Boston, MA 02128-2907",(2),2,0,0,0,0,Fast Food,,,
"Seoul Soulongtang, Boston","1245 Commonwealth Ave, Boston, MA 02134-3501",(18),1,4,5,2,1,$$ - $$$,Asian,Korean,
"Scorpion Bar, Boston","58 Seaport Blvd Suite 200, Boston, MA 02210-2042",(27),7,6,2,6,4,$$ - $$$,Mexican,Southwestern,Bar
"Grainmaker, Boston","91 Summer St, Boston, MA 02110-1204",(4),2,1,0,0,1,,,,
"Butterfly Falafel, Boston","1420 Tremont St, Boston, MA 02120-3402",(2),1,1,0,0,0,Cafe,,,
"Red Line Pizza and Grill, Boston","582 Dorchester Ave, Boston, MA 02127-2722",(8),4,1,1,0,2,Pizza,,,
"7-Eleven, Boston","464 Hanover St, Boston, MA 02113-1442",(2),1,1,0,0,0,,,,
"7-Eleven, Boston","730 William T Morrissey Blvd, Boston, MA 02122-3403",(2),1,1,0,0,0,,,,
"Rebecca's Cafe, Boston","33 Arch St, Boston, MA 02110-1424",(2),2,0,0,0,0,,,,
"The Bistro, Boston","63R Boston St Courtyard Boston-South Boston, Boston, MA 02125-1143",(7),2,2,1,2,0,$$ - $$$,,,
"Giddy Up, Boston","1 Franklin Park Rd, Boston, MA 02121-3252",(7),1,3,1,1,1,American,,,
"Green Garden Liquor and Deli, Boston","35 W Milton St, Boston, MA 02136-1921",(2),1,1,0,0,0,Deli,,,
"Sprinkles Ice Cream & Fudge Shoppe, Boston","200 Faneuil Hall Marketplace, Boston, MA 02109-1634",(1),1,0,0,0,0,,,,
"Ashur Restaurant, Boston","291 Roxbury St, Boston, MA 02119-1540",(8),4,2,0,1,1,African,,,
"Borinquen Bakery Cafe, Boston","112 Stoughton St Dorchester, Boston, MA 02125-1900",(2),1,1,0,0,0,Caribbean,Cafe,,
"Momogoose Foodtruck, Boston","Momogoose. Com/Location, Boston, MA",(2),2,0,0,0,0,,,,
"Juice and Jazz Cafe, Boston","501B Washington St, Boston, MA 02124-2014",(1),1,0,0,0,0,$$ - $$$,American,,
"Au Bon Pain, Boston","18 Logan Way, Boston, MA 02127-3729",(4),1,2,1,0,0,,,,
"Spukies'n Pizza, Boston","1159 Washington St, Boston, MA 02124-5525",(5),3,1,0,0,1,Pizza,,,
"Dunkin', Boston","89 Broad St, Boston, MA 02110",(1),1,0,0,0,0,,,,
"El Barrio Mexican grill, Boston","1782 Dorchester Ave, Boston, MA 02124-2532",(2),1,0,1,0,0,Mexican,,,
"Sushi Kappo, Boston","86 Peterborough St, Boston, MA 02215-4847",(1),1,0,0,0,0,,,,
"Joey’s Gelataria, Boston","Faneuil Hall Marketplace, Boston, MA 02109-6171",(1),1,0,0,0,0,,,,
"Union Square Donuts, Boston","401 Park Dr Time Out Market, Boston, MA 02215-3325",(1),1,0,0,0,0,American,,,
"sweetgreen, Boston","225 Franklin Street, Boston, MA 02110",(1),1,0,0,0,0,,,,
"Stuart Street Grille, Boston","140 Clarendon St, Boston, MA 02116-5169",(2),0,1,0,0,0,,,,
"La Chiva Restaurant, Boston","259 Bennington St, Boston, MA 02128-1402",(2),0,1,0,0,0,,,,
"Qdoba Mexican Grill, Boston","245 Summer St, Boston, MA 02210-1133",(2),1,1,0,0,0,Mexican,,,
"Sheesha Lounge, Boston","417 Cambridge St, Boston, MA 02134-1788",(3),2,0,1,0,0,Middle Eastern,,,
"Sorelle Bakery and Cafe, Boston","100 Northern Ave, Boston, MA 02210-1980",(4),1,0,1,0,0,American,Cafe,Fast Food,
"Saku Japan, Boston","107 Faneuil Hall Market Pl, Boston, MA 02109-1634",(4),1,2,1,0,0,Japanese,,,
"Happy Lemon, Boston","417 Washington St, Boston, MA 02108-5217",(1),1,0,0,0,0,,,,
"Cafe Med, Boston","31 Saint James Ave, Boston, MA 02116-4101",(5),2,2,0,0,1,Mediterranean,,,
"River Street Grill II, Boston","1263 River St, Boston, MA 02136-2820",(8),2,3,1,1,1,,,,
"Wings Kitchen, Boston","23 Hudson St, Boston, MA 02111-1903",(6),1,2,3,0,0,$$ - $$$,Chinese,,
"Avenue Bar and Grille, Boston","1249 Commonwealth Ave, Boston, MA 02134-3501",(9),3,1,3,2,0,$,,,
"Joseph's Sub Shop & Pizza, Boston","8 S Huntington Ave, Boston, MA 02130-4701",(3),1,1,1,0,0,Pizza,,,
"Emack and Bolios, Boston","100 Legends Way North Station, Boston, MA 02114-1300",(9),3,2,1,2,1,,,,
"Loui Loui, Boston","160 Brighton Ave, Boston, MA 02134-2011",(1),1,0,0,0,0,,,,
"Juicygreens, Boston","61 South St, Boston, MA 02130-3139",(3),0,2,1,0,0,Cafe,Healthy,,
"Sorelle Bakery, Boston","282 Congress St Atlantic Wharf, Boston, MA 02210-1003",(7),2,1,0,2,1,$,Cafe,,
"Soleil, Boston","2306 Washington St Roxbury - Nubian Square, Boston, MA 02119",(1),1,0,0,0,0,International,,,
"sweetgreen, Boston","354 Harrison Ave, Boston, MA 02118",(1),1,0,0,0,0,,,,
"Woody's Pizza & Liquors, Boston","9 Barnes Ave, Boston, MA 02128-1233",(1),1,0,0,0,0,,,,
"Capital One Cafe, Boston","129 Tremont St., Boston, MA 02108",(1),1,0,0,0,0,,,,
"Forest Hills Deli, Boston","3696 Washington St, Boston, MA 02130-3701",(1),1,0,0,0,0,,,,
"Rod Thai Family Taste, Boston","94 Peterborough St, Boston, MA 02215-4847",(1),1,0,0,0,0,,,,
"Down At The Rink, Boston","1880 William J Day Blvd, Boston, MA 02127-1727",(1),1,0,0,0,0,,,,
"Farmacy Cafe, Boston","25 Drydock Ave, Boston, MA 02210-2344",(1),1,0,0,0,0,,,,
"Silver Slipper Restaurant, Boston","2387 Washington St, Boston, MA 02119-1714",(5),2,1,1,0,1,,,,
"Starbucks, Boston","1 Thompson Square 1st Floor, Suite 101, Boston, MA 02129-3328",(3),0,2,1,0,0,Cafe,,,
"Chipotle Mexican Grill, Boston","8 Park Plz, Boston, MA 02116",(1),1,0,0,0,0,,,,
"Chilli Thai Bistro, Boston","1799 Commonwealth Ave, Boston, MA 02135-4003",(2),1,1,0,0,0,Thai,,,
"Dumpling King, Boston","40 Harrison Ave, Boston, MA 02111-2024",(3),1,1,0,1,0,$,Chinese,,
"Plaza Deli, Boston","2 Center Plz, Boston, MA 02108-1909",(1),1,0,0,0,0,,,,
"Honeycomb Cafe, Boston","107-109 Savin Hill Avenue, Boston, MA 02125-1442",(2),0,2,0,0,0,,,,
"Kolbeh Cafe, Boston","65 Atlantic Ave, Boston, MA 02110-3714",(1),1,0,0,0,0,Persian,,,
"Davio's Northern Italian Steakhouse, Boston","50 Liberty Dr, Boston, MA 02210-1339",(1),1,0,0,0,0,$$ - $$$,Steakhouse,Seafood,Northern-Italian
"Hidyan Cafe, Boston","80 Kilmarnock St, Boston, MA 02215-4822",(5),1,2,1,1,0,$,,,
"JP House of Pizza, Boston","775 Centre St, Boston, MA 02130-2557",(4),0,3,0,0,0,$,Pizza,,
"Natif Natal Restaurant, Boston","830 Blue Hill Ave, Boston, MA 02124-1607",(1),1,0,0,0,0,,,,
"Olympic House of Pizza, Boston","655 E Broadway, Boston, MA 02127-1503",(3),1,1,1,0,0,Pizza,,,
"Playa Bowls, Boston","2199 Commonwealth Ave, Boston, MA 02135-3853",(1),1,0,0,0,0,,,,
"Pazza on Porter, Boston","107 Porter St, Boston, MA 02128-2118",(1),1,0,0,0,0,Italian,,,
"Exodus Bagels, Boston","2 McCraw St, Boston, MA 02131-2762",(1),1,0,0,0,0,Deli,,,
"Croke Park Whiteys, Boston","268 W Broadway, Boston, MA 02127-1913",(1),1,0,0,0,0,Brew Pub,Pub,,
"Pomodoro, Boston","351 Hanover St, Boston, MA 02113-1910",(1),1,0,0,0,0,Italian,,,
"Wingstop, Boston","954 American Legion Hwy, Boston, MA 02131-4701",(1),1,0,0,0,0,,,,
"7-Eleven, Boston","1187 Hyde Park Ave, Boston, MA 02136-2808",(1),1,0,0,0,0,,,,
"Whole Foods Market, Boston","15 Washington St, Boston, MA 02135-7401",(1),1,0,0,0,0,$$ - $$$,Cafe,,
Boston House of Pizza,"305 Huntington Ave, Boston, MA 02115-4401",(6),1,3,1,1,0,Italian,Pizza,,
"Tender Greens, Boston","100 Huntington Ave Suite K006A, Boston, MA 02116-6506",(5),1,2,1,0,1,American,Cafe,Fast Food,Barbecue
"Squeeze Juice Company, Boston","53 State St, Boston, MA 02109-2820",(1),1,0,0,0,0,$,Healthy,Vegetarian Friendly,Vegan Options
"Gallo's Pizzeria, Boston","165 Seaport Blvd, Boston, MA 02210-2012",(3),0,1,0,0,0,Pizza,,,
"Chinese Spaghetti Factory, Boston","83 Newmarket Sq, Boston, MA 02118-2619",(2),0,2,0,0,0,Chinese,,,
"Rebecca's Cafe, Boston","1 Financial Ctr, Boston, MA 02111-2621",(2),1,1,0,0,0,,,,
"Fort Hill Bar & Grill, Boston","2805 Washington St, Boston, MA 02119-1449",(1),1,0,0,0,0,$$ - $$$,American,Latin,Bar
"Pollos a LA Brasa El Chalan, Boston","405 Chelsea St, Boston, MA 02128-1482",(6),3,1,1,0,1,Spanish,,,
"Chatime, Boston","251 Newbury St, Boston, MA 02116-2496",(8),2,1,3,0,1,,,,
"Bay Sweets Market, Boston","120 Spring St, Boston, MA 02132-4809",(1),1,0,0,0,0,$,Mediterranean,Deli,
"Subway, Boston","350 Longwood Ave., Boston, MA 02115",(6),0,2,3,0,0,$,,,
"West End Pizza, Boston","252 Friend St, Boston, MA 02114-1801",(3),0,3,0,0,0,Pizza,,,
"Hulun Beir, Boston","326 Cambridge St, Boston, MA 02114-3137",(11),2,2,3,2,0,$$ - $$$,Barbecue,Asian,Mongolian
"Las Palmas Restaurant, Boston","4337 Washington St, Boston, MA 02131-3424",(1),1,0,0,0,0,,,,
"BALE Bakery, Boston","1035 Dorchester Ave, Boston, MA 02125-1402",(2),1,0,1,0,0,,,,
"Mrs. B's Cafe, Boston","20 Channel Ctr St, Boston, MA 02210-3402",(5),1,1,3,0,0,$$ - $$$,,,
"Burger King, Boston","210 Brighton Ave, Boston, MA 02134",(2),1,0,0,0,0,,,,
"Elite Restaurant, Boston","350 Bennington St, Boston, MA 02128-1450",(1),1,0,0,0,0,,,,
"Lucky Cafe, Boston","1107 Dorchester Ave, Boston, MA 02125-3301",(3),1,0,1,0,0,,,,
"Papa's Roastbeef & Pizza, Boston","55 Causeway St, Boston, MA 02114-1604",(2),0,2,0,0,0,,,,
"Pavia, Boston","82 Water St, Boston, MA 02109-3902",(9),0,5,1,1,1,$$ - $$$,,,
"First Bite Cafe, Boston","76 Brighton Ave, Boston, MA 02134-2101",(4),1,2,1,0,0,,,,
